codice_istat,nome_comune,lat,lon
25049,San Tomaso Agordino,46.3876661264457,11.96977031389371
26076,San Vendemiano,45.88531686238516,12.349204412761333
25051,San Vito di Cadore,46.47618946749059,12.206745577853443
24096,San Vito di Leguzzano,45.68297492774082,11.377287756275352
23079,San Zeno di Montagna,45.64891479802299,10.767170195515357
26077,San Zenone degli Ezzelini,45.773732441639524,11.842422753430885
24091,Sandrigo,45.65115042771451,11.60126072416834
23072,Sanguinetto,45.172112366969344,11.152137906924109
23077,Sant'Ambrogio di Valpolicella,45.543275616900424,10.847853982691229
28082,Sant'Angelo di Piove di Sacco,45.33998262504365,11.998738293107694
23078,Sant'Anna d'Alfaedo,45.64139671699704,10.938464879190875
28083,Sant'Elena,45.18446110640974,11.703808381732522
28084,Sant'Urbano,45.13524653147335,11.629603115293664
28108,Santa Caterina d'Este,45.174700636706014,11.623705423153089
25048,Santa Giustina,46.0989492646669,12.062530409525364
28080,Santa Giustina in Colle,45.57945035428772,11.894497975959839
26075,Santa Lucia di Piave,45.8283129100216,12.2879942314888
27035,Santa Maria di Sala,45.501278826120505,12.021482761692976
25050,Santo Stefano di Cadore,46.580315029132215,12.644335818077675
24095,Santorso,45.74123640685265,11.393242804970123
28085,Saonara,45.37521832189126,11.983022563437796
24097,Sarcedo,45.68937723484794,11.531231924913254
24098,Sarego,45.42448686232527,11.415332192261038
26078,Sarmede,45.99093531419259,12.388854196389783
24099,Schiavon,45.684607266805315,11.645102952357366
24100,Schio,45.72295977128616,11.359491072193672
27037,ScorzÃ¨,45.580883921522016,12.122713789199151
25053,Sedico,46.17000384355675,12.133409737289098
26079,Segusino,45.932124976968865,11.965141822493727
25054,Selva di Cadore,46.45049644846166,12.069869878336801
23080,Selva di Progno,45.64451280452654,11.133790445123784
28086,Selvazzano Dentro,45.3998355466857,11.792262106396585
25055,Seren del Grappa,45.946246953556496,11.827367499983065
26080,Sernaglia della Battaglia,45.86204618742155,12.147379043685069
25075,Setteville,45.93555323486963,11.904324367115596
26081,Silea,45.64144321838971,12.319250133643802
23081,Soave,45.435549609818345,11.242339547492573
24101,Solagna,45.8399085520352,11.72092191623574
28087,Solesino,45.17547093430175,11.739452545335302
23082,Sommacampagna,45.39730714537387,10.844002390895177
23083,Sona,45.42768924013901,10.809363144987005
23084,SorgÃ ,45.19342461107566,11.001465370117026
25056,Sospirolo,46.16694053617508,12.066518627666932
24102,Sossano,45.34956121865227,11.514245382321592
25057,Soverzene,46.21110690694898,12.332192509308324
24128,Sovizzo,45.55561664961938,11.432134867317203
25058,Sovramonte,46.067451201018095,11.805591993950651
27038,Spinea,45.493182397414614,12.15555616871512
26082,Spresiano,45.77583840433426,12.277209323415047
28088,Stanghella,45.1496087561766,11.776731550211387
29045,Stienta,44.956282719235645,11.53103840781906
27039,Stra,45.41028194818759,12.03455226794267
26083,Susegana,45.853763564102024,12.223886098441392
29046,Taglio di Po,44.9220777286957,12.308377087144352
25059,Taibon Agordino,46.31429643533329,11.968076337435143
25060,Tambre,46.09668552924224,12.440080362128297
26084,Tarzo,45.96609002079237,12.224353905412066
27040,Teglio Veneto,45.816804722688445,12.894336521594738
28089,Teolo,45.356429721844385,11.677753121907157
28090,Terrassa Padovana,45.24838872018418,11.924710478221675
23085,Terrazzo,45.16223161506861,11.394091194986851
24104,Tezze sul Brenta,45.684240587464956,11.74064935620348
24105,Thiene,45.68793492891786,11.485840594793398
28091,Tombolo,45.63316554999427,11.822067161158369
24106,Tonezza del Cimone,45.84795524620551,11.344620964284825
27041,Torre di Mosto,45.65529876583108,12.71171123637
24107,Torrebelvicino,45.72196870601295,11.292640033727862
28092,Torreglia,45.34267647745481,11.729707663304609
23086,Torri del Benaco,45.62108236494963,10.681230318006326
24108,Torri di Quartesolo,45.525278528838406,11.629621205665355
28093,Trebaseleghe,45.59296544696407,12.056942546559087
29047,Trecenta,45.02448505201979,11.442254882639736
23087,Tregnago,45.52857182111456,11.161165189602187
23088,Trevenzuolo,45.26340931748303,10.938419236344219
26085,Trevignano,45.73416276137334,12.090869192923822
26086,Treviso,45.65996489445866,12.238593732219226
28094,Tribano,45.19230710094297,11.836023506076916
24110,Trissino,45.56341819793344,11.352439548363163
28095,Urbana,45.20043475429382,11.430242997630986
24123,Val Liona,45.400079502162455,11.46668678218526
